39,12,5
6,15,6
33,42,8
37,3,9
18,29,8
18,44,7
5,16,5
15,45,15
12,31,7
9,11,6
8,24,15
44,35,11
25,31,5
10,36,10
43,36,10
12,6,10
44,47,6
48,38,7
25,46,5
5,9,7
13,50,15
48,47,7
32,5,6
3,27,7
19,23,5
23,39,10
40,3,9
1,23,5
26,19,5
7,21,26
11,43,10
18,24,17
5,2,7
29,30,7
33,46,9
15,34,17
14,23,18
48,49,19
20,33,21
28,13,8
44,3,8
5,23,7
38,2,6
1,7,7
23,41,10
17,31,7
28,37,11
4,37,23
1,22,8
